Entry Time,Exit Time,Direction,Entry Price,Exit Price,PnL,Exit Reason,SL Price,Units,Cumulative PnL,Duration,MAE,MFE
2023-06-14 00:35:00,2023-06-14 00:40:00,Long,1945.08,1944.8850000000002,-0.19499999999970896,SL Hit,1944.8850000000002,1,-0.19499999999970896,5.0,-0.37999999999988177,0.21000000000003638
2023-06-14 00:50:00,2023-06-14 01:10:00,Short,1945.06,1945.2400000000002,-0.18000000000029104,SL Hit,1945.2400000000002,1,-0.375,20.0,0.6200000000001182,-0.9099999999998545
2023-06-14 02:55:00,2023-06-14 03:10:00,Long,1947.05,1947.05,0.0,SL Hit,1947.05,1,-0.375,15.0,-0.10999999999989996,0.4900000000000091
2023-06-14 04:20:00,2023-06-14 04:25:00,Short,1948.46,1948.46,0.0,SL Hit,1948.46,1,-0.375,5.0,0.09999999999990905,-0.8600000000001273
2023-06-14 04:35:00,2023-06-14 04:45:00,Long,1949.0549999999998,1948.5,-1.1099999999996726,SL Hit,1948.5,2,-1.4849999999996726,10.0,-0.7549999999998818,0.28500000000008185
2023-06-14 04:50:00,2023-06-14 07:20:00,Short,1947.8985714285716,1946.61,9.0200000000018,SL Hit,1946.61,7,7.535000000002128,150.0,1.4614285714283142,-3.0985714285716313
2023-06-14 08:20:00,2023-06-14 08:25:00,Short,1949.28,1950.09,-0.8099999999999454,SL Hit,1950.09,1,6.725000000002183,5.0,1.2699999999999818,-0.7200000000000273
2023-06-14 08:50:00,2023-06-14 08:55:00,Long,1950.29,1948.8049999999998,-1.4850000000001273,Bearish Trade Reversal,1948.8049999999998,1,5.2400000000020555,5.0,-0.9900000000000091,0.4900000000000091
2023-06-14 08:55:00,2023-06-14 09:05:00,Short,1950.42,1950.96,-0.5399999999999636,Bullish Trade Reversal,1950.96,1,4.700000000002092,10.0,0.4800000000000182,-0.8200000000001637
2023-06-14 09:05:00,2023-06-14 09:45:00,Long,1951.3866666666665,1950.9,-1.4599999999993543,SL Hit,1950.9,3,3.2400000000027376,40.0,-1.7866666666666333,1.3733333333334485
2023-06-14 09:50:00,2023-06-14 10:00:00,Long,1951.495,1950.9,-1.1899999999995998,SL Hit,1950.9,2,2.0500000000031378,10.0,-1.2649999999998727,0.5550000000000637
2023-06-14 10:55:00,2023-06-14 11:55:00,Short,1947.1599999999999,1946.66,2.499999999998863,SL Hit,1946.66,5,4.550000000002001,60.0,1.5800000000001546,-1.8599999999999
2023-06-14 13:30:00,2023-06-14 13:45:00,Long,1957.44,1955.59,-3.700000000000273,Bearish Trade Reversal,1955.59,2,0.850000000001728,15.0,-2.0399999999999636,1.1199999999998909
2023-06-14 13:45:00,2023-06-14 14:15:00,Short,1958.06,1958.06,0.0,SL Hit,1958.06,1,0.850000000001728,30.0,0.5,-2.9099999999998545
2023-06-14 15:15:00,2023-06-14 15:35:00,Long,1957.7166666666665,1956.8,-2.7499999999995453,Bearish Trade Reversal,1956.8,3,-1.8999999999978172,20.0,-1.8166666666663787,1.1933333333336122
2023-06-14 15:35:00,2023-06-14 18:35:00,Short,1954.5185714285712,1948.55,41.77999999999906,Bullish Trade Reversal,1948.55,7,39.880000000001246,180.0,4.08142857142866,-13.828571428571195
2023-06-14 18:35:00,2023-06-14 19:10:00,Long,1947.2333333333336,1948.63,4.1899999999996,SL Hit,1948.63,3,44.070000000000846,35.0,-2.2833333333335304,5.366666666666333
2023-06-14 19:40:00,2023-06-14 20:20:00,Long,1945.1399999999999,1944.29,-1.699999999999818,Bearish Trade Reversal,1944.29,2,42.37000000000103,40.0,-1.2399999999997817,1.7300000000000182
2023-06-14 20:20:00,2023-06-14 22:00:00,Short,1942.605,1941.68,1.849999999999909,SL Hit,1941.68,2,44.22000000000094,100.0,2.384999999999991,-2.9449999999999363
